time,thrust
0.0005,0.0
0.001,0.0
0.0015,17.092173627014063
0.002,17.096897051444607
0.0025,17.457820781932668
0.003,18.151248687209996
0.0035,19.156369550375455
0.004,20.454138947669307
0.0045000000000000005,22.026807235877726
0.005000000000000001,23.85767973659259
0.005500000000000001,25.93097740736139
0.006000000000000002,28.23174657642614
0.006500000000000002,30.745794796763825
0.007000000000000003,33.45964157006112
0.007500000000000003,36.36047802659862
0.008000000000000004,39.43613228187099
0.008500000000000004,42.67503857463113
0.009000000000000005,46.06620905419062
0.009500000000000005,49.599207522403134
0.010000000000000005,53.26412469466221
0.010500000000000006,57.05155470130259
0.011000000000000006,60.952572647950376
0.011500000000000007,64.95871311435701
0.012000000000000007,69.06194950993073
0.012500000000000008,73.25467422884552
0.013000000000000008,77.52967956335605
0.013500000000000009,81.88013934395373
0.014000000000000009,86.29959128129454
0.01450000000000001,90.7819199887089
0.01500000000000001,95.32134066642425
0.01550000000000001,99.91238342994723
0.01600000000000001,104.5498782657347
0.01650000000000001,109.22894059757573
0.01700000000000001,113.94495744717533
0.017500000000000012,118.69357417237734
0.018000000000000013,123.47068176636387
0.018500000000000013,128.2724047010613
0.019000000000000013,133.09508929790198
0.019500000000000014,137.9352926090451
0.020000000000000014,142.78977179216594
0.020500000000000015,147.6554739619778
0.021000000000000015,152.52952650175519
0.021500000000000016,157.40922781828405
0.022000000000000016,162.29203852386294
0.022500000000000017,167.17557302921986
0.023000000000000017,172.0575915314877
0.023500000000000017,176.93599238168738
0.024000000000000018,181.8088048165064
0.02450000000000002,186.67418203951505
0.02500000000000002,191.5303946373424
0.02550000000000002,196.37582431672413
0.02600000000000002,201.2089579487367
0.02650000000000002,206.02838190694462
0.02700000000000002,210.83277668660295
0.02750000000000002,215.62091179247724
0.02800000000000002,220.39164088326348
0.028500000000000022,225.1438971610072
0.029000000000000022,229.87668899434178
0.029500000000000023,234.58909576477203
0.030000000000000023,239.28026392563865
0.030500000000000024,243.9494032637983
0.031000000000000024,248.5957833544442
0.03150000000000002,253.21873019987703
0.03200000000000002,257.8176230434092
0.03250000000000002,262.39189134995166
0.03300000000000002,266.94101194518674
0.03350000000000002,271.46450630557507
0.03400000000000002,275.9619379917802
0.034500000000000024,280.43291021841765
0.035000000000000024,284.87706355334956
0.035500000000000025,289.29407374004717
0.036000000000000025,293.68364963683797
0.036500000000000025,298.0455312671344
0.037000000000000026,302.3794879750131
0.037500000000000026,306.6853166807745
0.03800000000000003,310.9628402313642
0.03850000000000003,315.2119058407789
0.03900000000000003,319.4323836158096
0.03950000000000003,323.62416516270014
0.04000000000000003,327.7871622705088
0.04050000000000003,331.9213056671672
0.04100000000000003,336.0265438444239
0.04150000000000003,340.1028419480498
0.04200000000000003,344.15018072985947
0.04250000000000003,348.1685555582722
0.04300000000000003,352.1579754843032
0.04350000000000003,356.1184623600294
0.04400000000000003,360.0500500067219
0.04450000000000003,363.95278342998205
0.04500000000000003,367.8267180793513
0.045500000000000033,371.6719191499948
0.046000000000000034,375.4884609241833
0.046500000000000034,379.27642615041106
0.047000000000000035,383.03590545810414
0.047500000000000035,386.7669968059765
0.048000000000000036,390.46980496219277
0.048500000000000036,394.1444410145956
0.04900000000000004,397.7910219093397
0.04950000000000004,401.40967001637387
0.05000000000000004,405.00051272028105
0.05050000000000004,408.56368203507674
0.05100000000000004,412.099314241633
